Title,Release Year,Locations,Latitude,Longitude,Director,Writer,Actor 1,Actor 2,Actor 3,Address,Full Address
The Conversation,1974,Union Square,37.78794,-122.408,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,"Union Square San Francisco California,",
Chance Season 2,2017,Union St at Leavenworth St,37.79774,-122.43,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,"Union St San Francisco California,",
"Smile Again, Jenny Lee",2015,Unitarian Church (1187 Franklin St.),37.79027,-122.424,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,"1187 Franklin St. San Francisco California,",
When We Rise,2017,United Nations Plaza,37.78016,-122.414,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,"United Nations Plaza San Francisco California,",
Invasion of the Body Snatchers,1978,United Nations Plaza (Civic Center),37.78016,-122.414,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,"United Nations Plaza San Francisco California,",
Junior,1994,United Nations Plaza (Civic Center),37.78016,-122.414,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,"United Nations Plaza San Francisco California,",
Time After Time,1979,United Nations Plaza (Civic Center),37.78016,-122.414,Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,"United Nations Plaza San Francisco California,",
Dawn of the Planet of the Apes,2014,University Club,39.78373,-100.446,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis,"University Club San Francisco California,",
Golden Gate,1994,University of California Hastings College of the Law,39.78373,-100.446,Howard Deutch,David Henry Hwang,Matt Dillon,Joan Chen,,"University of California Hastings College of the Law San Francisco California,",
Looking,2014,Urban Flowers,37.76279,-122.393,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,"4028 18th Street San Francisco California,",
Looking Season 2 ep 204,2015,"Urban Flowers, 4029 18th Street",37.76279,-122.393,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,"4029 18th Street San Francisco California,",
Pushing Dead,2016,"Uva Enoteca, 568 Haight Street",37.77207,-122.432,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,"568 Haight Street San Francisco California,",
Bedazzled,2000,Vaillancourt Fountain (Justin Herman Plaza),37.79486,-122.395,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,"Justin Herman Plaza San Francisco California,",
Tales of the City,2019,Valencia btwn 16th and 17th St,37.76077,-122.421,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,"Valencia St. San Francisco California,",
Tales of the City,2019,Valencia btwn Liberty and 21st St,37.76077,-122.421,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,"Valencia St. San Francisco California,",
Looking,2014,Valencia St. from 16th to 17th,37.76077,-122.421,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,"Valencia St. San Francisco California,",
Looking Season 2 ep 207,2015,"Valenti, Marini, Perata, 4840 Mission Street",37.79376,-122.393,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,"4840 Mission Street San Francisco California,",
San Andreas,2015,Vallejo Garage Roof (Vallejo at Powell),37.79877,-122.41,Brad Peyton,Allan Loeb,Dwayne Johnson,,,"766 Vallejo St. San Francisco California,",
San Andreas,2015,Vallejo Garage Roof (Vallejo at Powell),37.79877,-122.41,Brad Peyton,Allan Loeb,Dwayne Johnson,,,"766 Vallejo St. San Francisco California,",
Ant-Man and the Wasp,2018,Vallejo St btwn Montgomery and Davis,37.79877,-122.41,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,"766 Vallejo St. San Francisco California,",
San Andreas,2015,"Vallejo St. Garage, 766 Vallejo St.",37.79877,-122.41,Brad Peyton,Allan Loeb,Dwayne Johnson,,,"766 Vallejo St. San Francisco California,",
San Andreas,2015,"Vallejo St. Garage, 766 Vallejo St.",37.79877,-122.41,Brad Peyton,Allan Loeb,Dwayne Johnson,,,"766 Vallejo St. San Francisco California,",
Hulk,2003,Vallejo Street at Sansome,37.79877,-122.41,Ang Lee,Stan Lee,Eric Bana,Jennifer Connelly,,"766 Vallejo St. San Francisco California,",
Red Widow,2013,Vallejo Street Garage,37.79877,-122.41,Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,"766 Vallejo St. San Francisco California,",
Sense8,2015,Vallejo Street Garage; 766 Vallejo St.,37.79877,-122.41,The Wachowskis,The Wachowskis,Jamie Clayton,,,"766 Vallejo St. San Francisco California,",
Sense8,2015,Van Ness and 12th St.,37.80238,-122.425,The Wachowskis,The Wachowskis,Jamie Clayton,,,"Van Ness Avenue San Francisco California,",
"Looking ""Special""",2016,Van Ness and Market Street MUNI exit,37.80238,-122.425,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,"Van Ness Avenue San Francisco California,",
A View to a Kill,1985,Van Ness Avenue,37.80238,-122.425,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,Tanya Roberts,"Van Ness Avenue San Francisco California,",
Terminator - Genisys,2015,Van Ness between Fell and Lombard,37.80238,-122.425,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,"Van Ness ave  San Francisco California,",
Fearless,1993,Varennes Alley between Filbert and Union,39.78373,-100.446,Peter Weir,Rafael Yglesias,Jeff Bridges,Isabella Rosellini,Rosie Perez,"Varennes Alley San Francisco California,",
Americana,2015,Variety Preview Room (582 Market St.),37.78949,-122.402,Zachary Shedd,Zachary Shedd,Kelli Garner,Jack Davenport,Peter Coyote,"582 Market St. San Francisco California,",
GirlBoss,2017,Various Haight St. Vintage Shops,37.77016,-122.446,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,"Haight St. San Francisco California,",
Good NeighborSam,1964,Various locations in San Francisco during driving scene,39.78373,-100.446,David Swift,James Fritzell,Jack Lemmon,Romy Schneider,Dorothy Provine,"Various locations in San Francisco during driving scene San Francisco California,",
Looking Season 2 ep 210,2015,"Vega Coffee, 1245 Folsom Street",37.77422,-122.411,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,"1245 Folsom Street San Francisco California,",
Magnum Force,1973,Vermont Street between 20th and 22nd Streets,37.75855,-122.404,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,"Vermont Street San Francisco California,",
High Crimes,2002,Vesuvio Café (255 Columbus Avenue),37.80145,-122.412,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,"253 Columbus Avenue San Francisco California,",
So I Married an Axe Murderer,1993,Vesuvio Café (255 Columbus Avenue),37.80145,-122.412,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,"254 Columbus Avenue San Francisco California,",
Twisted,2004,Vesuvio Café (255 Columbus Avenue),37.80145,-122.412,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,"255 Columbus Avenue San Francisco California,",
Twisted,2004,Veterans' War Memorial Building (401 Van Ness Avenue),37.77855,-122.421,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,"401 Van Ness Avenue San Francisco California,",
The Diary of a Teenage Girl,2015,Victoria Theatre,39.78373,-100.446,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,"Victoria Theatre San Francisco California,",
When a Man Loves a Woman,1994,"Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street)",37.78775,-122.409,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,,"335 Powell Street San Francisco California,",
Chance Season 2,2017,Waller St between Masonic and Del Mar St,37.77022,-122.438,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,"Waller St San Francisco California,",
Getting Even with Dad,1994,War Memorial Building (401 Van Ness Avenue),37.80238,-122.425,Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,,"396 Van Ness Avenue San Francisco California,",
Foul Play,1978,War Memorial Opera House (401 Van Ness Avenue),37.80238,-122.425,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,"397 Van Ness Avenue San Francisco California,",
Heart and Souls,1993,War Memorial Opera House (401 Van Ness Avenue),37.80238,-122.425,Tomas Gislason,Tomas Gislason,Jorgen Leth,,,"398 Van Ness Avenue San Francisco California,",
Jade,1995,War Memorial Opera House (401 Van Ness Avenue),37.80238,-122.425,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,"399 Van Ness Avenue San Francisco California,",
Steve Jobs,2015,War Memorial Opera House (401 Van Ness Avenue),37.80238,-122.425,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,"400 Van Ness Avenue San Francisco California,",
The Lineup,1958,War Memorial Opera House (401 Van Ness Avenue),37.77855,-122.421,Don Siegel,Stirling Silliphant,Eli Wallach,Robert Keith,Richard Jaeckel,"401 Van Ness Avenue San Francisco California,",
Chance- Season 1 ep102,2016,"Warren's Antiques, 375 9th St.",37.77047,-122.407,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie,Gretchen Mol,Ethan Suplee,"373 9th St. San Francisco California,",
Chance- Season 1 ep102,2016,"Warren's Antiques, 375 9th St.",37.77047,-122.407,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie,Gretchen Mol,Ethan Suplee,"374 9th St. San Francisco California,",
Chance - Season 1 Pilot,2016,"Warren's Antiques, 375 9th St.",37.77047,-122.407,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,"375 9th St. San Francisco California,",
The OA Part II,2019,Washington at Maple,37.79561,-122.403,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,"Washington st San Francisco California,",
The OA Part II,2019,Washington at Taylor St - Jackson St,37.79561,-122.403,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,"Washington st San Francisco California,",
Sense8 - Season 2,2016,Washington between Stockton and Kearny,37.79561,-122.403,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,"Washington st San Francisco California,",
The OA Part II,2019,Washington btwn Gough and Octavia St,37.79561,-122.403,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,"Washington st San Francisco California,",
San Andreas,2015,Washington Square,37.80088,-122.41,Brad Peyton,Allan Loeb,Dwayne Johnson,,,"Washington Square Park San Francisco California,",
San Andreas,2015,Washington Square,37.80088,-122.41,Brad Peyton,Allan Loeb,Dwayne Johnson,,,"Washington Square Park San Francisco California,",
Jade,1995,Washington Square (North Beach),37.80088,-122.41,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,"Washington Square Park San Francisco California,",
Heart Beat,1980,Washington Square Bar & Grill (1707 Powell),37.80088,-122.41,John Byrum,John Byrum,Nick Nolte,Sissy Spacek,John Heard,"Washington Square Park San Francisco California,",
Chance- Season 1 ep106,2016,Washington Square Park,37.80088,-122.41,Sara Gran,Dan Attias,Hugh Laurie,Gretchen Mol,Ethan Suplee,"Washington Square Park San Francisco California,",
Chance - Season 1 Pilot,2016,Washington Square Park,37.80088,-122.41,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,"Washington Square Park San Francisco California,",
Venom,2018,Washington Square Park - Filbert St at Stockton St,37.80088,-122.41,Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,"Washington Square Park San Francisco California,",
Bedazzled,2000,"Washington Square Park (Filbert, between Stockton and Powell)",37.80088,-122.41,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,"Washington Square Park San Francisco California,",
The Bachelor,1999,Washington Square Park (North Beach),37.80088,-122.41,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,"Washington Square Park San Francisco California,",
The Dead Pool,1988,Washington Square Park (North Beach),37.80088,-122.41,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,"Washington Square Park San Francisco California,",
Dirty Harry,1971,"Washington Square, North Beach",37.80088,-122.41,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,"Washington Square Park San Francisco California,",
The Game,1997,Washington Street & Waverly Place (Chinatown),37.7943,-122.406,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,"Chinatown San Francisco California,",
The Presidio,1988,Washington Street & Waverly Place (Chinatown),37.7943,-122.406,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,"Chinatown San Francisco California,",
Nine Months,1995,Wasteland Store (1600 Haight Street),37.77016,-122.446,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,"1600 Haight Street San Francisco California,",
San Andreas,2015,Water work in SF Bay,37.75064,-122.401,Brad Peyton,Allan Loeb,Dwayne Johnson,,,"155 Rhode Island St San Francisco California,",
San Andreas,2015,Water work in SF Bay,37.75064,-122.401,Brad Peyton,Allan Loeb,Dwayne Johnson,,,"155 Rhode Island St San Francisco California,",
"Murder in the First, Season 1",2014,Waverly Alley between Grant and Sacramento Streets,37.7942,-122.407,Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,"Waverly Place San Francisco California,",
Birth of the Dragon,2016,Waverly Pl between Washington and Sacramento,37.7942,-122.407,George Nolfi,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia,"Waverly Place San Francisco California,",
Birth of the Dragon,2016,Waverly Pl between Washington and Sacramento,37.7942,-122.407,George Nolfi,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia,"Waverly Place San Francisco California,",
The OA Part II,2019,Waverly Pl btwn Washington and Clay St,37.7942,-122.407,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,"Waverly Place San Francisco California,",
A Taiwanese Tale of Two Cities,2018,Waverly Place,37.7942,-122.407,Tien-Lun Yeh,"Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin",Tammy Cheng,Peggy Tseng,Shen-Hao Wen,"Waverly Place San Francisco California,",
Big Eyes,2014,Way Faire Inn on Leidesdorff,37.79344,-122.402,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,"Leidesdorff San Francisco California,",
Doctor Dolittle,1998,Webster Street,37.7877,-122.432,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,"Webster Street San Francisco California,",
Experiment in Terror,1962,"Wells Fargo Bank (1 California Street, Financial District)",37.79318,-122.397,Blake Edwards,The Gordons,Glenn Ford,Lee Remick,Stefanie Powers,"1 California Street San Francisco California,",
Dr. Dolittle 2,2001,"West Crissy Field (Presidio, Golden Gate National Recreation Area)",37.80498,-122.449,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,,"924 Mason St San Francisco California,",
Star Trek IV: The Voyage Home,1986,"West Harbor, Marina District",37.80298,-122.437,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,"Marina District San Francisco California,",
Ant-Man and the Wasp,2018,"Westar Marine Services, Pier 50",37.77384,-122.387,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,"Pier 50 San Francisco California,",
Sense8 - Season 2,2016,"Westerfeld House, 1198 Fulton St.",37.77277,-122.48,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,"1198 Fulton St. San Francisco California,",
Chance- Season 1 ep102,2016,Westin St. Francis,37.78775,-122.409,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie,Gretchen Mol,Ethan Suplee,"335 Powell Street, Union Square San Francisco California,",
Chance- Season 1 ep102,2016,Westin St. Francis,37.78775,-122.409,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie,Gretchen Mol,Ethan Suplee,"335 Powell Street, Union Square San Francisco California,",
D.O.A,1950,Westin St. Francis Hotel (335 Powell Street),37.78775,-122.409,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,"335 Powell Street, Union Square San Francisco California,",
Final Analysis,1992,"Westin St. Francis Hotel (335 Powell Street, Union Square)",37.78775,-122.409,Phil Joanou,Robert Berger,Richard Gere,Kim Basinger,,"335 Powell Street, Union Square San Francisco California,",
The Candidate,1972,"Westin St. Francis Hotel (335 Powell Street, Union Square)",37.78775,-122.409,Michael Ritchie,Jeremy Larner,Robert Redford,Peter Boyle,,"335 Powell Street, Union Square San Francisco California,",
The Conversation,1974,"Westin St. Francis Hotel (335 Powell Street, Union Square)",37.78775,-122.409,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,"335 Powell Street, Union Square San Francisco California,",
Chance - Season 1 Pilot,2016,"William Stout Architectural Books, 804 Montgomery St.",37.79538,-122.403,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,"804 Montgomery St. San Francisco California,",
Looking,2014,Willy's Barber Shop,37.75617,-122.407,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett," 3227 22nd Street San Francisco California,",
Looking Season 2 ep 203,2015,"Willy's Barber shop, 3227 22nd Street",37.75617,-122.407,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett," 3227 22nd Street San Francisco California,",
Looking Season 2 ep 210,2015,"Willy's Barber shop, 3227 22nd Street",37.75617,-122.407,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett," 3227 22nd Street San Francisco California,",
Quitters,2015,Wine Impression,37.78447,-122.472,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,"3461 California St San Francisco California,",
Beautiful Boy,2018,Wisconsin between 19th and 20th St,39.78373,-100.446,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney,"Wisconsin st and 20th St San Francisco California,",
When We Rise,2017,"Women's Building, 3543 18th St.",37.76143,-122.423,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,"Women's Building, 3543 18th St. San Francisco California,",
